"gender","genderID","height","weight","shoeSize","schoolYear","pets","siblings","speed","cash","sleep","shoeNums","ageMother","ageFather","random","love","charity"
"female","female",62,110,7,"Freshman",7,2,70,20,9,20,35,36,2,"one",20
"female","female",68,120,7,"Sophomore",1,1,85,300,7,20,53,50,6,"few",90
"male","male",77,182,13,"Sophomore",2,2,100,26,7.5,5,51,53,9,"few",80
"female","female",63,110,7.5,"Freshman",3,2,88,0,6,10,53,56,5,"one",50
"female","female",65,120,7,"Freshman",0,0,75,6,7,10,46,45,4,"dozens",15
"male","male",72,168,10.5,"Freshman",1,1,90,1,8.5,45,51,50,1,"thousands",100
"female","female",64,115,7,"Junior",0,1,60,5,7.5,8,47,52,5,"one",50
"female","female",65,130,8,"Freshman",7,1,90,6,4.5,11,55,65,8,"few",100
"female","female",63,179,7.5,"Freshman",0,0,0,48,5,5,47,47,6,"one",15
"female","female",59,80,6,"Freshman",1,3,0,10,8,20,55,54,10,"dozens",100
"female","female",62,112,6,"Freshman",2,2,85,5,7,28,43,52,7,"one",80
"female","female",69,135,7.5,"Freshman",0,2,60,10,6.5,20,55,60,7,"one",50
"male","male",72,155,10,"Other",2,2,130,5,8.5,4,56,59,1,"thousands",94
"female","female",65,173,9.5,"Freshman",14,2,0,120,6.5,10,37,38,6,"one",30
"female","female",64,116,8.5,"Freshman",0,2,90,22,6.5,10,51,53,6,"few",100
"female","female",62,107,7.5,"Freshman",1,2,85,150,7,7,54,56,7,"one",20
"female","female",64,120,9,"Freshman",0,6,70,20,8,10,62,63,7,"one",20
"female","female",64,151,7.5,"Sophomore",8,7,101,0,4,34,62,47,3,"millions",100
"male","male",70,192,10,"Freshman",0,0,0,1000,6.5,8,47,52,9,"few",0
"female","female",65,155,9,"Junior",0,1,80,20,6.5,16,60,58,3,"few",75
"female","female",68,170,10,"Sophomore",1,1,85,0,7,14,43,45,4,"few",30
"female","female",70,150,9,"Sophomore",0,1,85,76,7,12,49,49,7,"few",75
"male","male",66,139,9.5,"Freshman",1,2,135,14,9,4,53,54,6,"few",38
"female","female",62,100,5.5,"Freshman",1,1,0,500,5,5,50,50,2,"one",70
"female","female",64,115,8,"Freshman",1,2,60,60,6,15,50,49,5,"one",10
"male","male",68,140,8,"Freshman",0,0,75,0,6,15,44,43,7,"one",50
"female","female",62,106,7,"Sophomore",4,0,65,26,8,8,61,60,7,"few",100
"female","female",69,158,10,"Freshman",0,1,100,10,10,7,53,53,2,"dozens",75
"male","male",69,133,10,"Freshman",2,2,80,10,6,5,52,52,6,"few",1
"female","female",63,135,7,"Freshman",3,1,65,40,7,24,57,58,3,"few",75
"female","female",66,140,8,"Freshman",0,1,75,0,7,12,54,54,8,"few",80
"female","female",69,175,8.5,"Freshman",5,8,97,1000,6.5,15,43,53,3,"few",100
"male","male",70,125,10.5,"Junior",5,1,0,0,7,3,41,42,6,"one",0
"female","female",72,140,10,"Freshman",6,3,90,40,7,9,51,52,3,"few",100
"female","female",68,130,10,"Freshman",15,2,22,150,8.5,3,51,47,7,"few",50
"male","male",67,135,9.5,"Sophomore",6,5,60,3,7.5,3,57,65,6,"few",90
"male","male",75,167,11,"Sophomore",8,5,115,55,6,9,54,62,7,"one",75
"female","female",70,130,8,"Freshman",4,1,100,50,6,25,50,50,3,"one",40
"female","female",57,118,7,"Freshman",1,0,0,5,7,8,47,47,3,"one",49
"female","female",64,110,7,"Junior",3,1,100,40,8,15,55,60,2,"few",100
"male","male",68,149,9.5,"Freshman",2,1,85,20,7,12,42,41,1,"one",50
"male","male",71,165,10.5,"Freshman",0,2,85,0,5,6,56,59,1,"few",90
"female","female",65,215,10,"Freshman",3,1,70,60,8.5,18,54,52,6,"millions",50
"female","female",63,150,8,"Freshman",6,0,80,25,7,12,53,50,4,"few",90
"female","female",66,115,7,"Freshman",2,3,90,75,8,20,59,61,7,"few",85
"female","female",61,140,8.5,"Freshman",1,1,100,25,8,16,56,56,4,"few",40
"female","female",65,157,9,"Freshman",1,2,0,30,8,13,48,50,7,"thousands",75
"female","female",65,145,9,"Freshman",3,2,100,50,6,8,51,51,3,"few",90
"female","female",66,155,9.5,"Freshman",1,1,80,60,7,10,57,57,4,"dozens",100
"female","female",62,140,7,"Junior",1,2,65,35,6.5,20,45,42,9,"one",3
"male","male",74,220,12.5,"Freshman",12,1,140,30,7,7,42,46,4,"few",70
"male","male",76,180,10.5,"Senior",1,0,107,0,8,10,46,47,6,"one",20
"female","female",62,130,6,"Freshman",1,1,100,100,7,13,38,38,4,"one",50
"female","female",64,145,5,"Freshman",0,1,100,95,8,7,53,52,9,"few",75
"female","female",67,150,10.5,"Freshman",1,2,60,0,7,13,40,41,8,"few",30
"female","female",60,145,7.5,"Freshman",0,2,90,68,7,9,36,36,4,"thousands",70
"female","female",68,130,8.5,"Freshman",3,2,60,100,7,14,54,56,5,"one",90
"male","male",71,151,12,"Junior",2,2,71,0,7,2,53,56,8,"few",40
"female","female",69,130,8.5,"Freshman",2,3,80,50,7,15,49,52,8,"dozens",70
"female","female",64,118,8,"Freshman",2,1,120,10,6.5,18,54,55,7,"one",100
"female","female",63,118,4,"Junior",0,3,100,1,7,15,47,52,7,"few",25
"male","male",67,148,9.5,"Freshman",1,1,88,56,7,14,44,47,8,"few",100
"male","male",68,190,10.5,"Junior",28,2,130,3,6.5,1,45,46,9,"one",5
"male","male",68,170,10,"Sophomore",3,1,110,46,8,8,49,55,7,"hundreds",50
"female","female",67,150,7.5,"Freshman",0,0,0,55,8,15,49,49,4,"millions",100
"male","male",74,197,12,"Sophomore",0,1,85,80,6,8,52,54,6,"one",75
"male","male",70,150,9.5,"Sophomore",1,1,90,27,8,5,43,50,7,"few",25
"male","male",76,236,13,"Freshman",4,0,88,1000,7,8,46,46,6,"few",20
"male","male",66,150,9.5,"Sophomore",0,2,80,120,7,7,47,47,2,"few",90
"female","female",69,150,10,"Freshman",0,3,80,20,8,15,52,52,7,"hundreds",99
"female","female",60,115,6,"Freshman",1,2,95,40,6,15,50,54,6,"one",80
"female","female",65,170,8.5,"Freshman",4,1,120,70,9,20,50,56,10,"thousands",50
"female","female",68,113,8,"Freshman",0,4,100,0,6,10,47,61,10,"few",20
"female","female",64,115,7,"Freshman",1,3,102,57,7,30,47,57,2,"dozens",75
"female","female",66,140,7.5,"Freshman",4,1,93,10,8,21,54,51,2,"thousands",50
"female","female",64,137,7.5,"Freshman",1,1,75,100,6,5,48,46,7,"few",88
"male","male",68,195,10.5,"Freshman",0,1,125,45,8,5,50,49,4,"few",20
"male","male",74,190,12,"Senior",0,2,120,83,7,6,60,61,1,"millions",50
"male","male",71,170,11.5,"Freshman",1,6,100,40,8,8,49,58,7,"few",50
"female","female",67,130,8.5,"Freshman",1,2,75,24,7,6,56,60,7,"few",90
"female","female",66,180,8.5,"Freshman",0,3,90,0,6.5,16,50,63,8,"dozens",75
"male","male",67,120,9,"Freshman",1,1,90,20,7,10,45,45,9,"few",50
"female","female",66,141,8.5,"Freshman",1,2,105,40,7.5,50,52,54,7,"few",100
"female","female",67,125,8,"Freshman",2,2,110,45,5,10,45,41,8,"one",50
"female","female",67,130,8,"Freshman",0,2,95,65,6,15,51,50,7,"few",65
"female","female",64,120,7,"Freshman",2,3,87,140,7.5,19,56,52,8,"few",3
"male","male",69,150,10,"Freshman",4,5,150,130,5.5,30,38,40,3,"few",25
"female","female",65,160,8.5,"Sophomore",0,1,90,25,7.5,70,41,48,7,"few",30
"male","male",72,230,13,"Freshman",3,2,80,102,8,4,45,44,6,"few",10
"female","female",61,173,7,"Sophomore",0,1,68,150,8.5,20,56,56,6,"one",98
"female","female",68,187,10,"Graduate",8,0,103,0,4.5,8,61,65,5,"none",90
"female","female",64,105,6,"Freshman",1,2,80,35,7.5,13,54,53,5,"dozens",100
"female","female",65,130,7.5,"Freshman",3,1,80,30,8,20,48,48,6,"dozens",100
"male","male",72,195,12,"Freshman",0,3,90,0,6.5,6,42,52,10,"few",100
"female","female",65,160,8.5,"Freshman",1,1,100,8,8,15,48,52,2,"few",40
"male","male",78,260,14,"Freshman",7,2,78,15,9,3,57,58,7,"one",60
"male","male",68,185,9,"Freshman",1,1,90,84,8,9,50,55,3,"hundreds",75
"male","male",66,116,8.5,"Freshman",3,2,73,4,5,6,37,47,7,"one",80
"female","female",63,110,7,"Freshman",0,1,70,44,6,20,50,52,7,"few",98
"female","other",50,300,18,"Other",27,11,198,55,11.5,17,59,58,10,"millions",44
"female","female",66,120,7,"Freshman",0,0,0,500,8,10,46,48,2,"few",50
"female","female",63,151,7,"Freshman",2,0,100,900,8,30,51,53,7,"few",50
"male","male",64,105,8,"Freshman",0,1,122,58,6,6,43,43,3,"few",40
"female","female",63,140,8,"Sophomore",3,1,95,30,9,35,46,46,4,"dozens",99
"male","male",71,235,12,"Junior",7,1,137,80,7,15,56,55,7,"few",5
"female","female",66,167,9,"Freshman",8,2,80,3,9,7,48,53,4,"thousands",50
"female","female",68,160,8.5,"Freshman",3,0,70,20,8,20,49,55,3,"few",100
"female","female",61,114,7.5,"Freshman",0,1,0,110,7,3,49,59,6,"one",50
"female","female",66,135,6,"Sophomore",1,1,80,30,8,30,46,48,8,"few",50
"female","female",66,116,8,"Sophomore",1,1,140,25,6.5,20,42,43,8,"few",30
"female","female",64,125,9,"Freshman",3,0,80,200,8,40,55,53,7,"none",50
"female","female",67,154,9.5,"Freshman",8,2,90,120,7.5,30,52,50,6,"few",75
"male","male",71,152,9.5,"Freshman",1,2,95,41,6,13,54,56,8,"dozens",30
"female","female",68,102,6,"Freshman",1,0,0,1000,9,5,43,44,4,"few",10
"female","female",61,125,6,"Freshman",2,2,80,75,6.5,25,48,48,3,"hundreds",75
"male","male",72,155,11,"Junior",0,2,80,200,9,2,50,52,2,"thousands",0
"female","female",64,135,6,"Freshman",0,0,69,20,6.5,30,47,50,7,"millions",30
"male","male",70,175,10,"Junior",1,3,136,25,9.5,9,46,54,2,"one",80
"male","male",69,160,9.5,"Freshman",3,1,100,600,6,8,53,53,7,"few",50
"female","female",63,116,7,"Freshman",0,0,0,35,11,8,42,44,8,"one",50
"male","male",71,180,12,"Freshman",0,4,108,130,6,5,45,47,7,"millions",85
"female","female",62,130,6,"Freshman",2,1,80,20,6,14,52,52,6,"one",50
"female","female",68,175,10,"Senior",3,4,80,25,6,15,51,60,8,"dozens",40
"male","male",71,165,11,"Freshman",0,1,116,25,6,8,55,58,9,"millions",10
"male","male",69,160,10.5,"Sophomore",1,2,100,35,7.5,8,47,47,5,"one",75
"female","female",64,145,8.5,"Freshman",4,2,90,54,7,11,48,48,5,"one",90
"female","female",65,122,7,"Freshman",4,8,0,1,7,6,42,43,4,"few",40
"male","male",70,175,10.5,"Freshman",4,4,110,200,6,10,42,36,7,"none",25
"female","female",63,118,6.5,"Freshman",1,2,85,15,7,12,51,55,3,"dozens",70
"male","male",69,106,9.5,"Freshman",0,1,98,60,7,8,40,50,3,"few",90
"female","female",65,132,7.5,"Freshman",2,0,0,120,6,10,48,53,7,"few",30
"female","female",69,155,10,"Sophomore",2,1,90,64,8,10,52,52,10,"one",40
"male","male",77,300,15,"Freshman",6,1,138,20,7.5,12,55,59,8,"thousands",10
"male","male",72,165,11,"Sophomore",2,2,85,40,8.5,4,52,54,9,"one",10
"female","female",62,118,6,"Freshman",3,1,90,60,7,50,52,49,8,"hundreds",40
"female","female",63,160,9,"Freshman",0,4,90,15,6,15,42,65,7,"thousands",50
"male","male",67,132,8,"Freshman",1,2,114,45,7,7,62,57,8,"one",70
"male","male",69,200,12,"Freshman",3,1,100,0,6,8,47,52,3,"few",100
"male","male",70,165,9.5,"Freshman",13,2,100,400,8,4,42,44,8,"one",100
"female","female",63,110,6.5,"Freshman",0,2,70,70,8,10,47,48,10,"one",10
"male","male",70,160,9.5,"Sophomore",1,2,95,200,8.5,8,53,60,7,"dozens",99
"female","female",64,160,9.5,"Freshman",3,5,32,1,8,10,39,46,4,"one",90
"male","male",67,143,8.5,"Freshman",0,2,90,500,7,20,49,48,3,"few",20
"male","male",69,165,10,"Freshman",4,3,95,52,7,5,49,48,3,"few",90
"male","male",68,185,10.5,"Freshman",5,1,30,90,7,4,42,43,9,"few",15
"female","female",66,120,7,"Freshman",2,1,95,0,8.5,39,45,45,4,"hundreds",30
"male","male",82,132,9,"Freshman",0,0,0,1000,7,6,43,55,3,"few",30
"male","other",72,230,12,"Freshman",4,1,91,100,7.5,6,40,40,2,"one",100
"female","female",75,180,11.5,"Freshman",4,1,85,80,8,14,43,47,8,"few",100
"female","female",62,120,6,"Freshman",3,11,40,10,5,7,59,60,7,"few",100
"female","female",67,137,6.5,"Freshman",3,1,100,20,7,6,55,56,9,"one",75
"female","female",67,140,9,"Freshman",2,2,100,150,6.5,40,50,57,7,"few",15
"male","male",72,200,10.5,"Sophomore",1,2,80,150,7,2,44,51,9,"dozens",25
"female","female",66,130,8,"Freshman",0,0,0,40,8,21,45,45,3,"few",10
"female","female",67,150,8.5,"Sophomore",2,1,90,80,7,18,43,51,3,"dozens",80
"male","male",71,150,10.5,"Sophomore",1,1,85,400,6.5,3,54,55,9,"few",90
"male","male",69,158,10,"Sophomore",1,3,105,45,6,8,59,61,2,"millions",50
"female","female",60,90,7.5,"Freshman",0,0,20,20,6,6,47,48,9,"one",20
"male","male",70,190,11,"Sophomore",2,1,110,12,9,5,49,54,9,"thousands",10
"female","female",66,202,8,"Freshman",1,0,55,150,7.5,10,41,45,8,"few",60
"female","female",64,149,8,"Freshman",2,4,90,2,7,25,47,48,4,"few",50
"female","female",63,107,7,"Sophomore",0,0,0,2,8,20,52,50,7,"few",50
"female","female",62,160,9,"Senior",3,3,100,300,6,8,45,44,6,"one",15
"female","female",66,130,8.5,"Junior",2,0,85,10,8,6,50,55,7,"few",76
"female","female",59,116,6,"Freshman",5,2,90,28,6.5,30,46,46,10,"few",100
"female","female",66,142,8.5,"Sophomore",1,1,65,25,6,6,48,55,8,"few",100
"male","male",74,202,12,"Junior",6,2,132,4,8,5,56,60,2,"thousands",10
"female","female",65,110,5,"Freshman",2,1,66,20,5,20,55,57,9,"few",100
"female","female",68,140,8.5,"Freshman",0,3,65,5,7.5,25,52,53,7,"few",80
"female","female",60,115,6.5,"Freshman",1,1,95,0,7,26,46,51,6,"few",50
"female","female",65,111,8.5,"Freshman",0,1,0,13,7.5,13,55,54,5,"few",50
"female","female",67,161,10,"Freshman",3,5,95,35,7.5,15,46,40,9,"one",80
"male","male",68,165,9.5,"Freshman",4,3,105,60,6.5,8,45,50,4,"few",10
"female","female",65,97,6,"Freshman",3,4,80,50,5.5,50,50,52,5,"few",100
"female","female",70,220,11,"Freshman",5,1,90,30,7.5,8,51,56,7,"few",66
"male","male",69,149,10.5,"Senior",0,1,90,10,6.5,5,55,58,7,"one",20
"male","male",69,196,11.5,"Sophomore",0,2,30,100,7,3,57,59,4,"few",90
"male","male",62,100,9,"Freshman",0,1,85,200,7,1,47,52,5,"none",100
"female","female",67,160,10,"Sophomore",2,2,95,30,5.5,10,50,51,6,"few",80
"male","male",70,163,12,"Freshman",0,2,147,0,6,4,57,55,7,"few",0
"female","female",62,120,5.5,"Freshman",0,1,0,12,6,12,49,49,7,"few",50
"male","male",67,220,10.5,"Freshman",0,0,60,60,8,5,49,50,6,"few",20
"male","male",72,213,12,"Senior",6,4,90,9,7.5,4,60,44,9,"hundreds",100
"male","male",71,155,10.5,"Freshman",6,2,110,50,6,4,49,55,7,"millions",10
"female","female",66,112,7,"Freshman",4,1,105,50,7,13,50,53,8,"few",35
"female","female",62,105,6,"Freshman",8,4,95,2,7,8,45,51,4,"few",65
"male","male",69,182,11,"Sophomore",1,1,130,1000,8,14,51,61,1,"one",25
"male","male",70,145,9.5,"Sophomore",5,1,100,30,9,8,50,50,8,"millions",70
"female","female",66,145,8.5,"Junior",2,0,90,45,7,12,58,56,3,"few",50
"female","female",64,180,8,"Freshman",3,3,90,2,6.5,6,36,41,5,"one",65
"female","female",63,128,7.5,"Freshman",5,4,90,5,7,9,51,57,6,"few",60
"female","other",62,134,7,"Freshman",3,2,40,5,8,12,42,43,9,"few",100
"male","male",74,175,13,"Freshman",1,2,100,25,9,6,51,56,3,"few",90
"male","male",70,148,11.5,"Freshman",1,2,115,8,8,5,53,52,7,"few",100
"male","male",68,153,9,"Sophomore",1,1,100,41,10,8,57,59,9,"few",50
"male","male",67,160,10,"Freshman",0,1,100,0,7.5,5,53,56,3,"few",70
"female","female",65,130,8,"Sophomore",1,2,60,10,8,15,38,41,7,"one",50
"female","female",62,129,7,"Freshman",2,2,80,100,7,9,59,65,7,"few",99
"male","male",72,80,8.5,"Freshman",0,0,0,66,8,8,48,49,6,"few",50
"female","female",65,120,7.5,"Freshman",2,1,99,50,9,12,48,52,6,"few",4
"female","female",66,133,9,"Freshman",2,2,104,300,8,10,48,48,7,"dozens",90
"female","female",63,130,7.5,"Freshman",1,1,90,20,7,20,47,48,2,"one",70
"female","female",68,180,10,"Freshman",1,2,75,500,8,15,60,58,6,"hundreds",35
"female","female",61,140,6.5,"Sophomore",0,1,90,7,6.5,13,42,47,5,"hundreds",50
"male","male",75,190,12,"Sophomore",2,0,88,82,7.5,10,49,54,5,"few",50
"female","female",66,170,8.5,"Freshman",3,1,70,30,7.5,6,46,53,6,"dozens",30
"female","female",68,165,9,"Sophomore",0,3,45,47,7.5,6,46,57,9,"few",30
"female","female",62,110,6,"Freshman",3,2,87,42,7.5,26,43,44,3,"one",60
"male","male",65,160,8,"Sophomore",4,1,0,1,7,13,46,52,7,"few",80
"male","male",69,155,10,"Freshman",2,5,80,50,7,5,35,40,7,"hundreds",100
"male","male",73,150,13,"Freshman",1,2,80,20,8,3,52,56,1,"one",20
"male","male",67,138,8.5,"Freshman",0,0,0,60,7.5,6,45,46,6,"dozens",20
"female","female",65,125,8.5,"Freshman",1,1,115,5,8.5,15,52,54,3,"millions",70
"male","male",73,190,11,"Freshman",2,3,119,200,5,6,44,44,4,"few",40
"female","female",64,114,8.5,"Freshman",13,7,0,80,8,6,53,51,7,"thousands",50
"male","male",66,170,9.5,"Freshman",3,4,80,10,7,6,53,56,10,"few",25
"female","female",62,105,8.5,"Freshman",0,0,95,26,7,8,41,44,3,"one",50
"female","female",63,149,8.5,"Freshman",0,2,100,0,5.5,20,52,50,2,"millions",0
"female","female",62,125,6.5,"Junior",4,3,100,13,7,20,55,53,8,"few",100
"female","female",67,190,10,"Freshman",0,0,90,27,6,10,55,58,4,"dozens",100
"female","female",62,112,6,"Freshman",0,2,80,40,7.5,20,50,54,8,"few",50
"male","male",76,240,13,"Sophomore",0,2,110,40,6,10,43,48,3,"dozens",50
"female","female",63,133,8.5,"Freshman",4,3,65,0,8,17,50,53,3,"millions",100
"female","female",65,150,10,"Freshman",7,1,110,0,5,25,49,54,2,"few",75
"male","male",70,155,10,"Sophomore",2,2,100,8,8.5,6,52,52,5,"dozens",25
"female","female",66,106,6.5,"Freshman",0,0,0,0,7,10,46,46,2,"dozens",50
"female","female",63,132,8.5,"Freshman",5,4,90,50,5.5,8,50,51,3,"few",50
"female","female",68,144,7.5,"Freshman",2,1,104,43,7,16,47,49,8,"few",40
"female","female",62,95,6.5,"Freshman",0,0,86,0,7,47,50,56,5,"few",100
"female","female",65,165,9,"Freshman",2,3,90,25,6.5,25,51,53,8,"few",50
"male","male",69,215,11,"Junior",3,2,155,0,8,0,53,51,5,"one",100
"male","male",73,175,12,"Sophomore",0,1,95,51,7,4,50,50,1,"one",90
"female","female",66,120,8.5,"Freshman",2,1,0,500,9,17,48,48,7,"few",20
"male","male",68,140,9.5,"Freshman",2,2,115,0,6,8,45,47,8,"none",90
"male","male",68,149,11.5,"Junior",6,2,157,73,7,40,54,56,3,"one",50
"male","male",67,160,9,"Freshman",1,1,60,300,7,4,47,47,8,"one",50
"female","female",63,205,8.5,"Freshman",5,1,70,0,6,10,47,49,3,"hundreds",75
"male","male",75,190,12.5,"Freshman",1,1,120,400,7.5,10,46,48,9,"millions",60
"female","female",64,118,7.5,"Sophomore",4,1,85,106,7.5,29,40,46,3,"one",40
"female","female",62,98,6.5,"Junior",12,3,100,1000,8,12,45,53,8,"few",98
"female","female",62,145,7.5,"Freshman",0,1,60,0,6.5,5,44,46,7,"few",60
"female","female",65,150,7.5,"Sophomore",5,3,80,12,6.5,7,49,52,8,"few",80
"male","male",72,135,9,"Freshman",0,1,85,50,6,7,48,52,4,"one",50
"female","female",64,130,8,"Junior",6,2,100,50,7,40,56,55,2,"few",100
"male","male",72,190,12,"Freshman",0,2,95,0,7,8,49,55,8,"few",40
"male","male",72,230,11,"Freshman",3,2,40,80,7,40,37,47,3,"one",10
"male","male",71,130,10,"Freshman",1,2,81,54,7,7,52,54,8,"few",100
"female","female",67,148,9,"Freshman",12,2,100,20,9,40,50,52,1,"few",25
"female","female",66,130,7,"Freshman",6,1,0,20,8.5,40,42,45,3,"few",10
"male","male",70,130,9.5,"Freshman",4,1,90,2,7.5,4,46,46,1,"dozens",60
"female","female",63,107,6,"Freshman",0,3,35,21,7,6,41,47,7,"one",80
"female","female",66,150,7.5,"Freshman",0,5,50,100,8,30,36,47,9,"few",30
"female","female",68,130,9,"Freshman",1,2,100,0,6.5,15,50,55,7,"few",80
"female","female",63,138,8,"Freshman",0,2,100,6,7.5,35,54,57,8,"few",100
"male","male",68,135,8.5,"Sophomore",0,1,100,38,7,4,47,51,7,"one",100
"female","female",64,180,9,"Freshman",5,2,115,120,7,35,50,50,4,"one",50
"male","male",71,213,12,"Freshman",5,1,95,2,8,4,49,49,1,"few",35
"female","female",62,133,7.5,"Junior",2,4,65,200,7.5,6,49,58,7,"dozens",100
"male","male",72,170,11,"Freshman",2,1,110,22,6,8,52,51,4,"thousands",0
"female","female",64,125,5,"Sophomore",4,1,90,80,10,30,52,51,2,"few",100
"female","female",63,116,7,"Freshman",4,1,110,3,7,8,50,47,1,"few",50
"female","female",63,130,7,"Freshman",3,1,85,200,7,25,48,49,4,"dozens",50
"male","male",65,150,9.5,"Sophomore",0,1,70,50,7.5,2,50,55,7,"one",100
"female","female",69,152,8,"Sophomore",2,2,90,20,8,10,61,61,8,"few",60
"female","female",67,180,9.5,"Sophomore",0,4,136,1000,8.5,40,58,65,5,"one",50
"female","female",64,130,7,"Freshman",2,1,74,5,6.5,10,49,53,2,"few",50
"female","female",63,101,7,"Freshman",0,1,0,10,6,7,55,64,7,"few",30
"female","female",70,225,10.5,"Freshman",5,4,120,120,8,5,41,42,10,"few",40
"female","female",62,115,5.5,"Freshman",0,2,110,75,8,25,49,50,8,"dozens",90
"male","male",68,122,10,"Senior",0,0,85,71,6.5,7,56,59,1,"few",10
"female","female",66,180,9,"Freshman",1,0,85,60,7,9,53,51,7,"hundreds",50
"female","female",63,110,7,"Freshman",3,2,90,25,7,15,51,55,8,"millions",90
"male","male",72,160,11,"Freshman",0,2,120,100,8,10,56,56,8,"hundreds",50
"male","female",65,170,8.5,"Junior",2,1,125,0,7,7,50,56,1,"one",90
"female","female",61,114,7.5,"Freshman",2,2,80,40,7,8,46,51,7,"few",90
"female","female",66,130,7,"Freshman",2,2,0,20,7.5,8,42,47,1,"few",60
"female","female",62,120,6.5,"Freshman",1,2,108,50,9,35,49,50,2,"one",99
"male","male",69,176,11,"Senior",3,1,95,3,8.5,6,53,55,7,"dozens",75
"male","male",72,188,12.5,"Freshman",0,1,120,40,7,9,39,42,6,"few",28
"female","female",65,196,10,"Junior",7,1,115,0,9,3,49,53,8,"few",50
"male","male",69,250,10.5,"Freshman",0,1,90,3,7.5,6,48,49,3,"millions",80
"male","male",65,182,11.5,"Freshman",0,1,99,0,7.5,4,41,43,6,"few",100
"female","female",65,114,6,"Sophomore",0,0,0,100,8,5,46,46,4,"few",3
"female","female",64,138,8,"Freshman",2,2,100,70,7,10,49,54,7,"one",90
"female","female",66,124,7,"Freshman",0,1,90,200,7,15,44,46,4,"one",100
